ticker,exchange,company,country,sector,mktcap_2022,revenue_2022,totReturn_20050101_20231231,mapped_exchange,family
AIBG.IR,ID,AIB GROUP PLC,Ireland,Financials,10354339398.0416,3626444432.9371357,-29.331908017399044,IR,Non-Family
9404.T,JP,NIPPON TELEVISION HOLDINGS,Japan,Communications,2673387631.194472,3619196737.296481,2.025601157178203,T,Non-Family
ARCO,US,ARCOS DORADOS HOLDINGS INC-A,Uruguay,Consumer Discretionary,1760570368,3618902016,NA,NA,Non-Family
AKAM,US,AKAMAI TECHNOLOGIES INC,United States,Technology,13192512512,3616654080,12.311845353661543,NA,Non-Family
FLS,US,FLOWSERVE CORP,United States,Industrials,4001715200,3615119872,9.769478760122308,NA,Non-Family
JHX.AX,AU,JAMES HARDIE INDUSTRIES-CDI,Ireland,Materials,13553642496,3614700032,14.614261895942438,AX,Non-Family
ARE.TO,CN,AECON GROUP INC,Canada,Industrials,414332783.4441981,3610825195.7653866,6.46388680506067,TO,Non-Family
MAIRE.MI,IM,MAIRE SPA,Italy,Industrials,1091198703.0784,3605719919.557173,NA,MI,Non-Family
LGF-A,US,LIONS GATE ENTERTAINMENT-A,United States,Communications,3661125120,3604300032,0.34032686997602646,NA,Non-Family
GTX,US,GARRETT MOTION INC,Switzerland,Consumer Discretionary,494024480,3603000064,NA,NA,Non-Family
DDL,US,DINGDONG CAYMAN LTD -SPN ADR,China,Consumer Discretionary,1385556341.286638,3601849290.3514476,NA,NA,Non-Family
ZAB.WA,PW,ZABKA GROUP SA,Luxembourg,Consumer Staples,NA,3601677085.8358126,NA,WA,Non-Family
2376.TW,TT,GIGABYTE TECHNOLOGY CO LTD,Taiwan,Technology,2203087115.912789,3600226358.085483,18.132630576979246,TW,Non-Family
PGAS.JK,IJ,PERUSAHAAN GAS NEGARA TBK PT,Indonesia,Utilities,2751340800,3595133440,9.391013304830276,JK,Non-Family
FPE.DE,GR,FUCHS SE,Germany,Materials,4070114740.0192,3593792673.592441,14.089093394585706,DE,Non-Family
002601.SS,CH,LB GROUP CO LTD-A,China,Materials,6142322674.165773,3592022056.5765347,NA,SS,Non-Family
1821.T,JP,SUMITOMO MITSUI CONSTRUCTION,Japan,Consumer Discretionary,536137961.1714379,3591411177.6851444,-11.665470122299137,T,Non-Family
VNT.AX,AU,VENTIA SERVICES GROUP PTY LT,Australia,Industrials,1405342838.4592996,3589556021.487344,NA,AX,Non-Family
PTON,US,PELOTON INTERACTIVE INC-A,United States,Consumer Discretionary,3105355520,3582200064,NA,NA,Non-Family
NDAQ,US,NASDAQ INC,United States,Financials,30159200256,3582000128,17.33817042808743,NA,Non-Family
0832.HK,HK,CENTRAL CHINA REAL ESTATE,China,Real Estate,163609571.79717624,3581221784.128297,NA,HK,Family
DLEKG.TA,IT,DELEK GROUP LTD,Israel,Energy,2019428744.2098384,3578472504.233729,7.185646575431304,TA,Non-Family
RMD,US,RESMED INC,United States,Health Care,30692079616,3578127104,15.676247374528751,NA,Non-Family
GO,US,GROCERY OUTLET HOLDING CORP,United States,Consumer Staples,2851114496,3578100992,NA,NA,Non-Family
CNO,US,CNO FINANCIAL GROUP INC,United States,Financials,2612739072,3576800000,2.977500280065426,NA,Non-Family
SDR.L,LN,SCHRODERS PLC,United Kingdom,Financials,8503388970.0864,3575229996.705179,9.96833214693067,L,Family
BRO,US,BROWN & BROWN INC,United States,Financials,16133904384,3573400064,11.62957531972777,NA,Non-Family
4062.T,JP,IBIDEN CO LTD,Japan,Technology,6948192924.514643,3572379900.516495,9.015544917797612,T,Non-Family
CRN.AX,AU,CORONADO GLOBAL RESOURCE-CDI,Australia,Materials,2274915840,3571542016,NA,AX,Non-Family
WHC.AX,AU,WHITEHAVEN COAL LTD,Australia,Materials,3199118754.7195463,3569909060.807236,NA,AX,Non-Family
PMAH.KL,MK,PRESS METAL ALUMINIUM HOLDIN,Malaysia,Materials,9128943028.651863,3568769177.0768533,29.780239882304073,KL,Non-Family
TNL,US,TRAVEL + LEISURE CO,United States,Consumer Discretionary,2853620224,3567000064,NA,NA,Non-Family
605090.SS,CH,JIANGXI JOVO ENERGY CO LTD-A,China,Energy,1844824037.34091,3562056424.5939207,NA,SS,Non-Family
CDNS,US,CADENCE DESIGN SYS INC,United States,Technology,43802513408,3561718016,16.98933067474733,NA,Non-Family
000062.SS,CH,SHENZHEN HUAQIANG INDUS CO-A,China,Technology,1851180360.0730584,3560221508.159873,6.529460498067197,SS,Non-Family
3156.T,JP,RESTAR CORP,Japan,Technology,489018427.64067125,3558594072.426392,NA,T,Non-Family
SIGI,US,SELECTIVE INSURANCE GROUP,United States,Financials,5346630144,3558062080,10.404049078033895,NA,Non-Family
BYD,US,BOYD GAMING CORP,United States,Consumer Discretionary,5606562304,3555376896,2.6759281386816713,NA,Non-Family
CROX,US,CROCS INC,United States,Consumer Discretionary,6690130944,3554984960,NA,NA,Non-Family
GTES,US,GATES INDUSTRIAL CORP PLC,United States,Industrials,3224225536,3554200064,NA,NA,Non-Family
GEBN.SW,SW,GEBERIT AG-REG,Switzerland,Consumer Discretionary,16027917470.351967,3554166959.792967,13.317776519997192,SW,Non-Family
601106.SS,CH,CHINA FIRST HEAVY INDUSTR-A,China,Industrials,2912664139.390601,3551984941.3617287,NA,SS,Non-Family
AS,US,AMER SPORTS INC,Finland,Consumer Discretionary,NA,3548800000,NA,NA,Non-Family
HY,US,HYSTER-YALE INC,United States,Industrials,428713824,3548300032,NA,NA,Family
8848.T,JP,LEOPALACE21 CORP,Japan,Real Estate,546536463.8367884,3547684705.619584,-6.445159679037394,T,Non-Family
MKSI,US,MKS INSTRUMENTS INC,United States,Technology,5643018240,3547000064,10.481146932992491,NA,Non-Family
LOMA.BA,AR,LOMA NEGRA CIA INDUSTRIAL AR,Argentina,Materials,1597126116.6242313,3546811765.6695085,NA,BA,Non-Family
VPB.VN,VN,VIETNAM PROSPERITY JSC BANK,Vietnam,Financials,5084899637.210562,3544970275.723441,NA,VN,Non-Family
KCR.HE,FH,KONECRANES OYJ,Finland,Industrials,2438714206.7967997,3544077839.4208226,13.122753831599665,HE,Non-Family
600905.SS,CH,CHINA THREE GORGES RENEWAB-A,China,Utilities,23399841312.73012,3541019907.1224837,NA,SS,Non-Family
2678.HK,HK,TEXHONG INTERNATIONAL GROUP,Hong Kong,Consumer Discretionary,735416683.9648625,3540005449.5885725,12.429976370837359,HK,Non-Family
ALUA.BA,AR,ALUAR ALUMINIO,Argentina,Materials,1887336413.0225575,3539412245.986686,42.23386823536273,BA,Non-Family
PBI,US,PITNEY BOWES INC,United States,Technology,661316224,3538042112,-7.0563845638462634,NA,Non-Family
TKTT.PA,FP,TARKETT,France,Consumer Discretionary,807425410.7263999,3537863451.444398,NA,PA,Non-Family
GPSC.BK,TB,GLOBAL POWER SYNERGY PCL,Thailand,Utilities,5939869467.997922,3535441763.913261,NA,BK,Non-Family
9024.T,JP,SEIBU HOLDINGS INC,Japan,Industrials,3143945653.701875,3534246142.3085337,NA,T,Non-Family
600100.SS,CH,TSINGHUA TONGFANG CO LTD-A,China,Technology,2093146931.8412433,3533461574.166435,2.459668889607469,SS,Non-Family
VRLA.PA,FP,VERALLIA,France,Materials,4149571234.4575996,3530069244.005402,NA,PA,Non-Family
SCSC,US,SCANSOURCE INC,United States,Consumer Discretionary,784334080,3529935104,1.2844002492684137,NA,Non-Family
DRB.KL,MK,DRB-HICOM BHD,Malaysia,Consumer Discretionary,702261076.1476638,3529873916.6634274,0.4171217728769827,KL,Non-Family
2593.T,JP,ITO EN LTD,Japan,Consumer Staples,3632234758.7908697,3527977048.363748,5.611619988144145,T,Non-Family
IFP.TO,CN,INTERFOR CORP,Canada,Materials,798324269.0317813,3524403585.1669197,7.004343463302742,TO,Non-Family
2068.HK,HK,CHINA ALUMINUM INTERNATION-H,China,Industrials,1834599919.983765,3523941327.240571,NA,HK,Non-Family
600409.SS,CH,TANGSHAN SANYOU CHEMICAL I-A,China,Materials,1977988271.2434409,3521338030.032564,9.465527007566754,SS,Non-Family
DSUR.BA,AR,EMP DISTRIBUIDORA SUR-B 1 VT,Argentina,Utilities,NA,3521188396.726244,NA,BA,Non-Family
009970.KS,KS,YOUNGONE HOLDINGS CO LTD,South Korea,Consumer Discretionary,567210162.092627,3519210762.128584,16.404315484046663,KS,Non-Family
603260.SS,CH,HOSHINE SILICON INDUSTRY C-A,China,Technology,12914401934.305511,3517930110.547586,NA,SS,Non-Family
600025.SS,CH,HUANENG LANCANG RIVER HYDR-A,China,Utilities,17220885248.601166,3506642252.836127,NA,SS,Non-Family
900925.SS,CH,SHANGHAI MECHANICAL AND EL-B,China,Industrials,1532487709.3903112,3504936770.3414106,7.565840271689783,SS,Non-Family
BILIA.ST,SS,BILIA AB-A SHS,Sweden,Consumer Discretionary,1009495930.6378362,3504806639.6127224,16.1541186557844,ST,Non-Family
TTWO,US,TAKE-TWO INTERACTIVE SOFTWRE,United States,Communications,17736521728,3504800000,10.732260637835278,NA,Non-Family
AL.NS,IN,ASHOK LEYLAND LTD,India,Industrials,4534007737.584159,3504637584.995292,18.07011029906347,NS,Non-Family
LTIM.NS,IN,LTIMINDTREE LTD,India,Technology,23968576188.93182,3504428227.359607,NA,NS,Non-Family
CPRT,US,COPART INC,United States,Consumer Discretionary,30493048832,3500921088,19.555442370397323,NA,Non-Family
FHN,US,FIRST HORIZON CORP,United States,Financials,13158965248,3497999872,-2.1798123854059104,NA,Non-Family
VSH,US,VISHAY INTERTECHNOLOGY INC,United States,Technology,3127842304,3497401088,4.059491046619623,NA,Family
6138.HK,HK,HARBIN BANK CO LTD-H,China,Financials,472144066.33229935,3496975517.1459846,NA,HK,Non-Family
RHIM.L,LN,RHI MAGNESITA NV,Austria,Industrials,1265055542.0544,3493941558.2753177,NA,L,Non-Family
OTEX.TO,CN,OPEN TEXT CORP,Canada,Technology,10195041280,3493843968,13.554368762810597,TO,Non-Family
TRI.PA,FP,TRIGANO SA,France,Consumer Discretionary,1682591239.8592,3493706475.572716,10.238294564342443,PA,Family
FFARM.AS,NA,FORFARMERS NV,Netherlands,Consumer Staples,298317459.344,3491624543.6581693,NA,AS,Non-Family
601156.SS,CH,EASTERN AIR LOGISTICS CO L-A,China,Industrials,3511741099.93332,3490192569.6241407,NA,SS,Non-Family
RS1.L,LN,RS GROUP PLC,United Kingdom,Industrials,6708613797.9392,3489389509.182577,10.770570155612468,L,Non-Family
002790.KS,KS,AMOREPACIFIC GROUP,South Korea,Consumer Staples,2118486492.4678798,3488999315.0274744,3.4509026054954095,KS,Family
MINT.BK,TB,MINOR INTERNATIONAL PCL,Thailand,Consumer Discretionary,4909079284.815605,3488122557.2984514,16.834621588716313,BK,Non-Family
2384.T,JP,SBS HOLDINGS INC,Japan,Industrials,843098179.3756202,3485822428.082218,8.770332263760938,T,Family
RDUS,US,RADIUS RECYCLING INC,United States,Industrials,890328896,3485815040,1.3205943418362898,NA,Non-Family
NMDC.NS,IN,NMDC LTD,India,Materials,6275201214.862784,3485111906.6789355,18.99434212287552,NS,Non-Family
QBR-B.TO,CN,QUEBECOR INC -CL B,Canada,Communications,5154671065.779749,3484312233.879409,10.041331706510647,TO,Family
INDIGO.NS,IN,INTERGLOBE AVIATION LTD,India,Industrials,10221698086.259157,3480566734.815142,NA,NS,Non-Family
0754.HK,HK,HOPSON DEVELOPMENT HOLDINGS,Hong Kong,Real Estate,2828318529.5512514,3480209229.2574663,7.2827544444149295,HK,Family
CLOV,US,CLOVER HEALTH INVESTMENTS CO,United States,Health Care,444666816,3476687104,NA,NA,Non-Family
CENTRALBK.NS,IN,CENTRAL BANK OF INDIA,India,Financials,2098389372.058314,3472500088.3502793,NA,NS,Non-Family
6841.T,JP,YOKOGAWA ELECTRIC CORP,Japan,Industrials,4609138900.954261,3472307529.40609,4.946202751451634,T,Non-Family
8454.TW,TT,MOMO.COM INC,Taiwan,Consumer Discretionary,4564634649.658315,3471768759.942528,NA,TW,Non-Family
MCG.L,LN,MOBICO GROUP PLC,United Kingdom,Industrials,963803487.7824,3471127171.2948165,-5.34729440936923,L,Non-Family
COLM,US,COLUMBIA SPORTSWEAR CO,United States,Consumer Discretionary,5442133504,3464152064,6.704600969720187,NA,Family
HRB,US,H&R BLOCK INC,United States,Industrials,5648738816,3463269888,7.3530181199126465,NA,Non-Family
6060.HK,HK,ZHONGAN ONLINE P&C INSURAN-H,China,Financials,4050525173.2235527,3461273068.421768,NA,HK,Non-Family
COMI.CA,EY,COMMERCIAL INTERNATIONAL BAN,Egypt,Financials,5008020868.466967,3461108586.3880243,23.986701652929334,CA,Non-Family
DBD,US,DIEBOLD NIXDORF INC,United States,Technology,NA,3460699904,NA,NA,Non-Family
1916.HK,HK,JIANGXI BANK CO LTD-H,China,Financials,710400927.7244658,3458735249.5595407,NA,HK,Non-Family
7242.T,JP,KYB CORP,Japan,Consumer Discretionary,625104388.5488647,3458584150.6123877,3.3998958634684717,T,Non-Family
DOL.TO,CN,DOLLARAMA INC,Canada,Consumer Staples,14749483557.850271,3457774720.248354,NA,TO,Non-Family
K.TO,CN,KINROSS GOLD CORP,Canada,Materials,4985100288,3455099904,0.3967313618952195,TO,Non-Family
TROX,US,TRONOX HOLDINGS PLC,United States,Materials,2118152832,3454000128,NA,NA,Non-Family
UNIR.MI,IM,UNIEURO SPA,Italy,Consumer Discretionary,401884517.952,3451680568.0522714,NA,MI,Non-Family
RENT3.SA,BZ,LOCALIZA RENT A CAR,Brazil,Consumer Discretionary,9846697230.187252,3451229297.404307,NA,SA,Non-Family
601015.SS,CH,SHAANXI HEIMAO COKING CO-A,China,Energy,1344177009.8280811,3449987951.664318,NA,SS,Non-Family
0179.HK,HK,JOHNSON ELECTRIC HOLDINGS,Hong Kong,Industrials,1238485504,3446054912,-2.390063358068406,HK,Non-Family
TIFS.L,LN,TI FLUID SYSTEMS PLC,United Kingdom,Consumer Discretionary,829319997.1839999,3442436315.9740744,NA,L,Non-Family
CAR.WA,PW,INTER CARS SA,Poland,Consumer Discretionary,1495100006.409376,3440011795.150942,16.074956011939246,WA,Non-Family
000670.KS,KS,YOUNG POONG CORPORATION,South Korea,Materials,828422628.7497412,3438182161.7850676,10.978596812495155,KS,Family
TVSHLTD.NS,IN,TVS HOLDINGS LTD,India,Consumer Discretionary,952955943.9938562,3434893123.473004,19.413518775008253,NS,Non-Family
CAS.TO,CN,CASCADES INC,Canada,Materials,627538353.2889875,3433645561.4959393,2.247501460074619,TO,Non-Family
1866.HK,HK,CHINA XLX FERTILISER LTD,China,Materials,639113392.2824922,3430935884.895662,NA,HK,Non-Family
ABE.WA,PW,AB SA,Poland,Consumer Discretionary,166030818.078441,3430466382.5723653,NA,WA,Non-Family
600863.SS,CH,INNER MONGOLIA MENGDIAN HU-A,China,Utilities,3301950981.3585367,3429996955.8722315,6.661940276134071,SS,Non-Family
002074.SS,CH,GOTION HIGH-TECH CO LTD-A,China,Consumer Discretionary,7434111751.3698435,3427932712.9527335,NA,SS,Non-Family
KALU,US,KAISER ALUMINUM CORP,United States,Materials,1205114368,3427899904,NA,NA,Non-Family
4061.T,JP,DENKA CO LTD,Japan,Materials,2411857424.6791706,3427316313.178837,5.033393223629301,T,Non-Family
CPAY,US,CORPAY INC,United States,Financials,13474160640,3427129088,NA,NA,Non-Family
STN.TO,CN,STANTEC INC,Canada,Industrials,5313591627.494457,3426879954.06336,16.752234234335674,TO,Non-Family
600581.SS,CH,XINJIANG BA YI IRON & STEE-A,China,Materials,879928620.8795989,3426834199.4958687,4.111276535319708,SS,Non-Family
VTY.L,LN,VISTRY GROUP PLC,United Kingdom,Consumer Discretionary,1791179629.7472,3426370419.730607,6.313765054393139,L,Non-Family
ALSEA.MX,MM,ALSEA SAB DE CV,Mexico,Consumer Discretionary,1585413350.7039723,3423492312.085798,14.571506811693347,MX,Family
300124.SS,CH,SHENZHEN INOVANCE TECHNOLO-A,China,Industrials,26767868838.31502,3421480507.2146864,NA,SS,Non-Family
CLNX.MC,SM,CELLNEX TELECOM SA,Spain,Industrials,22281161357.312,3420752424.2620025,NA,MC,Non-Family
0297.HK,HK,SINOFERT HOLDINGS LTD,Hong Kong,Materials,855356242.7159134,3420646038.994057,-6.816070965053489,HK,Non-Family
6923.T,JP,STANLEY ELECTRIC CO LTD,Japan,Consumer Discretionary,3058385483.645936,3406940333.4035707,3.7845062985604194,T,Non-Family
001430.KS,KS,SEAH BESTEEL HOLDINGS CORP,South Korea,Materials,465326572.0208244,3404684968.51765,10.552918915006249,KS,Non-Family
AALB.AS,NA,AALBERTS NV,Netherlands,Industrials,4291938350.3872,3402095778.3438005,10.398407000142385,AS,Non-Family
IWG.L,LN,INTERNATIONAL WORKPLACE GROU,Switzerland,Real Estate,2021732608,3401269248,6.3029564666043925,L,Non-Family
600259.SS,CH,RISING NONFERROUS METAL SH-A,China,Materials,1960502668.9473228,3400058733.429711,13.510363519600311,SS,Non-Family
600221.SS,CH,HAINAN AIRLINES HOLDING CO-A,China,Industrials,11658955906.415794,3400048987.8154554,-1.3304222671902899,SS,Non-Family
AVNT,US,AVIENT CORP,United States,Materials,3068784128,3396900096,9.676274072610468,NA,Non-Family
8043.T,JP,STARZEN CO LTD,Japan,Consumer Staples,320424324.84369856,3396885996.6830015,6.507426216644396,T,Non-Family
STORB.ST,SS,STORSKOGEN GROUP AB-B,Sweden,Financials,1189806216.8623798,3396226741.7327566,NA,ST,Non-Family
600370.SS,CH,JIANGSU SANFAME POLYESTER -A,China,Materials,1711348533.3256025,3396024049.1279244,3.572218087114365,SS,Non-Family
AGR.VI,AV,AGRANA BETEILIGUNGS AG,Austria,Consumer Staples,1158112585.44,3395301779.8241715,2.813904134087064,VI,Non-Family
INCY,US,INCYTE CORP,United States,Health Care,17891016704,3394635008,10.156733195954516,NA,Non-Family
103140.KS,KS,POONGSAN CORP,South Korea,Materials,731659602.7574787,3394322700.1707716,NA,KS,Non-Family
SHI.L,LN,SIG PLC,United Kingdom,Consumer Discretionary,423116497.2672,3393235370.243641,-11.397144923394686,L,Non-Family
DELTA.BK,TB,DELTA ELECTRONICS THAI PCL,Thailand,Industrials,29866970117.85075,3388886843.0951123,29.237128393393718,BK,Non-Family
MOLI.BA,AR,MOLINOS RIO DE LA PLATA SA,Argentina,Consumer Staples,310423975.8373651,3381726418.5216436,45.54503450382506,BA,Non-Family
ATEA.OL,NO,ATEA ASA,Norway,Technology,1284485666.0248377,3381188459.0218763,13.358387527321835,OL,Non-Family
SMIN.L,LN,SMITHS GROUP PLC,United Kingdom,Industrials,6801672402.073601,3376921305.3743258,7.456886655119965,L,Non-Family
MB.MI,IM,MEDIOBANCA SPA,Italy,Financials,7262116263.9872,3376856842.9545445,3.6938278885048526,MI,Non-Family
OGE,US,OGE ENERGY CORP,United States,Utilities,7917910016,3375699968,9.420245223074787,NA,Non-Family
3436.T,JP,SUMCO CORP,Japan,Technology,4696158888.634456,3375633724.1311893,NA,T,Non-Family
CXT,US,CRANE NXT CO,United States,Technology,5657884672,3374899968,11.865396666321693,NA,Non-Family
SKYMD.IS,TI,SEKER YATIRIM MENKUL DEGERLE,Turkey,Financials,NA,3368822975.5683045,NA,IS,Non-Family
IDXX,US,IDEXX LABORATORIES INC,United States,Health Care,33817436160,3367323904,21.53089126859056,NA,Non-Family
AE,US,ADAMS RESOURCES & ENERGY INC,United States,Energy,97124240,3366917120,4.4481929595235,NA,Non-Family
FRA.DE,GR,FRAPORT AG FRANKFURT AIRPORT,Germany,Industrials,3765441938.816,3364598861.8181987,5.03369009030199,DE,Non-Family
TKFEN.IS,TI,TEKFEN HOLDING AS,Turkey,Industrials,973949597.1400632,3363580885.5681386,NA,IS,Non-Family
1044.HK,HK,HENGAN INTL GROUP CO LTD,China,Consumer Staples,6174283895.283101,3363122855.4012794,13.321771649381397,HK,Family
MRC,US,MRC GLOBAL INC,United States,Industrials,968644864,3363000064,NA,NA,Non-Family
BPOP,US,POPULAR INC,Puerto Rico,Financials,4765338624,3362972928,-4.395885298186208,NA,Non-Family
1728.HK,HK,CHINA ZHENGTONG AUTO SERVICE,China,Consumer Discretionary,249769272.60603604,3361771565.074662,NA,HK,Family
PCAR3.SA,BZ,CIA BRASILEIRA DE DISTRIBUIC,Brazil,Consumer Staples,843588612.067335,3361459561.023955,5.194695988210096,SA,Non-Family
EEFT,US,EURONET WORLDWIDE INC,United States,Financials,4702266880,3358740992,7.425375387027278,NA,Non-Family
SM,US,SM ENERGY CO,United States,Energy,4244462080,3358647040,3.755309613064295,NA,Non-Family
ENS,US,ENERSYS,United States,Energy,3056375040,3357318912,11.07584174804288,NA,Non-Family
300769.SS,CH,SHENZHEN DYNANONIC CO LTD-A,China,Energy,5778314468.442873,3354378907.5609574,NA,SS,Non-Family
PEO.WA,PW,BANK PEKAO SA,Poland,Financials,5197009788.03278,3353792426.998301,4.989879483800608,WA,Non-Family
1959.T,JP,KYUDENKO CORP,Japan,Industrials,1670300817.900625,3353524590.3641596,14.931766216917408,T,Non-Family
9896.T,JP,JK HOLDINGS CO LTD,Japan,Consumer Discretionary,294942359.4603488,3349579195.563495,3.410240400850384,T,Non-Family
PHIN,US,PHINIA INC,United States,Consumer Discretionary,NA,3348000000,NA,NA,Non-Family
3101.T,JP,TOYOBO CO LTD,Japan,Materials,799303467.7196445,3346016959.2963567,-2.0293390003488954,T,Non-Family
2809.T,JP,KEWPIE CORP,Japan,Consumer Staples,2440400679.121825,3344235214.796746,7.209404167844147,T,Non-Family
O,US,REALTY INCOME CORP,United States,Real Estate,41882841088,3343681024,10.076620010156944,NA,Non-Family
603833.SS,CH,OPPEIN HOME GROUP INC-A,China,Consumer Discretionary,10731197003.449976,3342843145.786873,NA,SS,Family
DFH,US,DREAM FINDERS HOMES INC - A,United States,Consumer Discretionary,803301888,3342334976,NA,NA,Non-Family
CENT,US,CENTRAL GARDEN & PET CO,United States,Consumer Staples,1981090048,3338587904,6.836882564079705,NA,Non-Family
ZION,US,ZIONS BANCORP NA,United States,Financials,7308322304,3336999936,-0.545801799015122,NA,Non-Family
ERAA.JK,IJ,ERAJAYA SWASEMBADA TBK PT,Indonesia,Consumer Discretionary,398989219.94763654,3334460655.223588,NA,JK,Non-Family
CAF.MC,SM,CONSTRUCC Y AUX DE FERROCARR,Spain,Industrials,973029946.8992,3334127409.722924,11.587592447092309,MC,Non-Family
SUN.SW,SW,SULZER AG-REG,Switzerland,Industrials,2653903395.3848763,3332024969.5215144,9.948908353681606,SW,Family
600350.SS,CH,SHANDONG HI-SPEED CO LTD -A,China,Industrials,3981509004.145769,3327861700.2725706,7.044343437428924,SS,Non-Family
DLG.MI,IM,DE'LONGHI SPA,Italy,Consumer Discretionary,3370768494.848,3326715551.4899235,15.51963299591199,MI,Family
ULCC,US,FRONTIER GROUP HOLDINGS INC,United States,Industrials,2237585408,3326000128,NA,NA,Non-Family
IPN.PA,FP,IPSEN,France,Health Care,8871479081.3696,3324679501.5220327,NA,PA,Family
ATR,US,APTARGROUP INC,United States,Materials,7170696192,3322248960,10.122119376554718,NA,Non-Family
600079.SS,CH,HUMANWELL HEALTHCARE GROUP-A,China,Health Care,5376168920.07074,3321759118.4459405,17.07619982219861,SS,Non-Family
KOG.OL,NO,KONGSBERG GRUPPEN ASA,Norway,Industrials,7478126668.092954,3319194278.4427185,21.210695953367864,OL,Non-Family
002709.SS,CH,GUANGZHOU TINCI MATERIALS -A,China,Materials,12153470749.427422,3318668235.9747124,NA,SS,Non-Family
COHR,US,COHERENT CORP,United States,Technology,5449123328,3316615936,7.7048974791451785,NA,Non-Family
KRDMD.IS,TI,KARDEMIR KARABUK DEMIR-CL D,Turkey,Materials,1095913706.0014856,3313191783.9750695,28.276900830213457,IS,Non-Family
600958.SS,CH,ORIENT SECURITIES CO LTD-A,China,Financials,10172219411.474792,3313164400.323906,NA,SS,Non-Family
PNL.AS,NA,POSTNL NV,Netherlands,Industrials,899122950.0927999,3312566743.389653,-5.172546576249548,AS,Non-Family
RVTY,US,REVVITY INC,United States,Health Care,17709785088,3311822080,9.526315287042685,NA,Non-Family
2105.TW,TT,CHENG SHIN RUBBER IND CO LTD,Taiwan,Consumer Discretionary,3575788539.6680765,3310205055.6052823,9.921039110734831,TW,Family
COO,US,COOPER COS INC/THE,United States,Health Care,13478126592,3308400128,9.317053061032565,NA,Non-Family
DCI,US,DONALDSON CO INC,United States,Industrials,6668140544,3306599936,9.08007958669723,NA,Non-Family
2892.TW,TT,FIRST FINANCIAL HOLDING CO,Taiwan,Financials,11403228811.454605,3304698736.191917,7.649111576349932,TW,Non-Family
HNAL.NS,IN,HINDUSTAN AERONAUTICS LTD,India,Industrials,6540794627.962763,3304610878.3884478,NA,NS,Non-Family
CAKE,US,CHEESECAKE FACTORY INC/THE,United States,Consumer Discretionary,1655465856,3303155968,1.5047375942157437,NA,Non-Family
030000.KS,KS,CHEIL WORLDWIDE INC,South Korea,Communications,1858332643.3395424,3301476564.166689,9.064354888919057,KS,Non-Family
GVA,US,GRANITE CONSTRUCTION INC,United States,Industrials,1534098816,3301255936,5.019316469955859,NA,Non-Family
JPFA.JK,IJ,JAPFA COMFEED INDONES-TBK PT,Indonesia,Consumer Staples,970419795.831044,3300800328.683474,21.844400286270883,JK,Non-Family
CGAS5.SA,BZ,CIA DE GAS DE SAO PAULO-PR A,Brazil,Utilities,3258497379.9886518,3299080239.9956174,18.192279737277683,SA,Non-Family
THS,US,TREEHOUSE FOODS INC,United States,Consumer Staples,2770217984,3297100032,NA,NA,Non-Family
600008.SS,CH,BEIJING CAPITAL ECO-ENVIRO-A,China,Utilities,3011317023.1641207,3295955777.401771,3.979897110397812,SS,Non-Family
GJF.OL,NO,GJENSIDIGE FORSIKRING ASA,Norway,Financials,9789488823.00804,3293175399.575669,NA,OL,Non-Family
2019.HK,HK,DEXIN CHINA HOLDINGS CO LTD,China,Real Estate,263150232.22103038,3293171881.7795916,NA,HK,Non-Family
WERN,US,WERNER ENTERPRISES INC,United States,Industrials,2545358080,3289978112,6.991486063649699,NA,Non-Family
COLOB.CO,DC,COLOPLAST-B,Denmark,Health Care,21686343457.537857,3289652782.53372,16.70390029843134,CO,Non-Family
MYPK3.SA,BZ,IOCHPE-MAXION S.A.,Brazil,Consumer Discretionary,337204318.5171175,3289046361.583526,7.744820539278097,SA,Non-Family
4114.T,JP,NIPPON SHOKUBAI CO LTD,Japan,Materials,1748385619.480092,3288780720.049083,3.234510137777158,T,Non-Family
SEM.LS,PL,SEMAPA-SOCIEDADE DE INVESTIM,Portugal,Materials,1094459577.056,3288361989.387843,10.981470111206093,LS,Non-Family
0868.HK,HK,XINYI GLASS HOLDINGS LTD,Hong Kong,Materials,7658120313.265058,3287883504.8516526,NA,HK,Non-Family
ENTG,US,ENTEGRIS INC,United States,Technology,9781901312,3282032896,14.198796947349823,NA,Non-Family
603128.SS,CH,CTS INTERNATIONAL LOGISTII-A,China,Industrials,2023068110.0513148,3281975693.7522235,NA,SS,Non-Family
2343.HK,HK,PACIFIC BASIN SHIPPING LTD,Hong Kong,Industrials,1628094464,3281626112,6.48922337019231,HK,Non-Family
002736.SS,CH,GUOSEN SECURITIES CO LTD-A,China,Financials,12373288901.51625,3281363547.3567986,NA,SS,Non-Family
TGNA,US,TEGNA INC,United States,Communications,4734867456,3279245056,-2.4528794900854245,NA,Non-Family
002966.SS,CH,BANK OF SUZHOU CO LTD-A,China,Financials,4135211424.926797,3277139737.228366,NA,SS,Non-Family
081660.KS,KS,FILA HOLDINGS CORP,South Korea,Consumer Discretionary,1590634292.311856,3276935409.883049,NA,KS,Non-Family
MBC,US,MASTERBRAND INC,United States,Consumer Discretionary,970240000,3275500032,NA,NA,Non-Family
8593.T,JP,MITSUBISHI HC CAPITAL INC,Japan,Financials,6732785106.679829,3272821714.808052,7.209066553908339,T,Non-Family
